No. de documento,Revisión,Título,Tipo,,Estatus,Archivo,Fecha del hito,Fecha prevista de envío,Creado por,Notas adicionales,Adherencia Metodologica,Area Emisora,Código División,Código/Nombre Alternativo,Emisor/Origen,Especialidad,Estatus de Revisión,Fase,Gerencia/API,Nro. de Contrato,Proveedor,Rendición,Tipo de Documento,WBS,Sustituir,PathdeArchivo,enviado,procesado,peso,fecha_inicio,fecha_termino,existe_doc,Version
A20M401-00000-INFGP-00092,0,"NOVEDADES SEMANALES
API A20M401
30.07.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8d16f42f.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,NOVEDADES,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8d16f42f.pptx,,,,,,,14
A20M401-00000-INFGP-00093,0,"NOVEDADES SEMANALES
API A20M401
06.08.2021",Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8d16fe51.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,NOVEDADES,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8d16fe51.pptx,,,,,,,14
A20M401-00000-INFGP-00094,0,"INFORME MENSUAL
API A20M401
JULIO 2021",Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8d221406.pdf,,,Millan Pacheco Reynaldo (Contratista-Andina),,04 - CONTROL,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8d221406.pdf,,,,,,,14
A20M401-00000-INFGP-00095,0,"NOVEDADES SEMANALES
API A20M401
13.08.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8d265247.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,NOVEDADES,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8d265247.pptx,,,,,,,14
A20M401-00000-INFGP-00096,0,"NOVEDADES SEMANALES
API A20M401
20.08.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8d266d32.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,NOVEDADES,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8d266d32.pptx,,,,,,,14
A20M401-00000-INFGP-00097,0,"NOVEDADES SEMANALES
API A20M401
27.08.2021
",Documento Externo,PARA INFORMACION,Emitido para información,,,,Millan Pacheco Reynaldo (Contratista-Andina),,NOVEDADES,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,,,,,,,,14
A20M401-00000-INFGP-00098,0,"NOVEDADES SEMANALES
API A20M401
03.09.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8d445779.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,NOVEDADES,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8d445779.pptx,,,,,,,14
A20M401-00000-INFGP-00099,0,"NOVEDADES SEMANALES
API A20M401
10.09.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8d4b9ac0.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,NOVEDADES,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8d4b9ac0.pptx,,,,,,,14
A20M401-00000-INFGP-00100,0,"INFORME MENSUAL
API A20M401
AGOSTO 2021",Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8d524dd0.pdf,,,Millan Pacheco Reynaldo (Contratista-Andina),,N/A,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8d524dd0.pdf,,,,,,,14
A20M401-00000-INFGP-00101,0,"NOVEDADES SEMANALES
API A20M401
08.10.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8d752611.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,NOVEDADES,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8d752611.pptx,,,,,,,14
A20M401-00000-INFGP-00102,0,"NOVEDADES SEMANALES
API A20M401
22.10.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8da932af.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8da932af.pptx,,,,,,,14
A20M401-00000-INFGP-00103,0,"NOVEDADES SEMANALES
API A20M401
29.10.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8da9336a.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8da9336a.pptx,,,,,,,14
A20M401-00000-INFGP-00104,0,"NOVEDADES SEMANALES
API A20M401
05.11.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8da93371.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8da93371.pptx,,,,,,,14
A20M401-00000-INFGP-00105,0,"INFORME MENSUAL
API A20M401
SEPTIEMBRE 2021",Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8da959ec.pdf,,,Millan Pacheco Reynaldo (Contratista-Andina),,N/A,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8da959ec.pdf,,,,,,,14
A20M401-00000-INFGP-00106,0,"INFORME MENSUAL
API A20M401
OCTUBRE 2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8da95f26.pdf,,,Millan Pacheco Reynaldo (Contratista-Andina),,N/A,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8da95f26.pdf,,,,,,,14
A20M401-00000-INFGP-00107,0,"NOVEDADES SEMANALES
API A20M401
12.11.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8dbc39fd.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8dbc39fd.pptx,,,,,,,14
A20M401-00000-INFGP-00108,0,"NOVEDADES SEMANALES
API A20M401
19.11.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8dbc3a18.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8dbc3a18.pptx,,,,,,,14
A20M401-00000-INFGP-00109,0,"NOVEDADES SEMANALES
API A20M401
26.11.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8de6e77b.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8de6e77b.pptx,,,,,,,14
A20M401-00000-INFGP-00110,0,"NOVEDADES SEMANALES
API A20M401
03.12.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8de6e789.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8de6e789.pptx,,,,,,,14
A20M401-00000-INFGP-00111,0,"NOVEDADES SEMANALES
API A20M401
10.12.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8de6e799.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8de6e799.pptx,,,,,,,14
A20M401-00000-INFGP-00112,0,"NOVEDADES SEMANALES
API A20M401
17.12.2021",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8de6e7b2.pptx,,,Millan Pacheco Reynaldo (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8de6e7b2.pptx,,,,,,,14
A20M401-00000-INFGP-00113,0,"INFORME MENSUAL 
NOVIEMBRE 2021",Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8e1d6658.pdf,,,Millan Pacheco Reynaldo (Contratista-Andina),,N/A,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8e1d6658.pdf,,,,,,,14
A20M401-00000-INFGP-00114,0,"INFORME MENSUAL
API A20M401
DICIEMBRE 2021",Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8e1d67e8.pdf,,,Millan Pacheco Reynaldo (Contratista-Andina),,03 - EJECUCION,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8e1d67e8.pdf,,,,,,,14
A20M401-00000-INFGP-00115,0,"INFORME MENSUAL
ENERO 2022",Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8eaea054.pdf,,,Millan Pacheco Reynaldo (Contratista-Andina),,N/A,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8eaea054.pdf,,,,,,,14
A20M401-00000-INFGP-00116,0,"INFORME MENSUAL
API A20M401
MARZO 2022",Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8ee28b60.pdf,,,Salazar Carrasco Carolina (Codelco-Andina),,03 - EJECUCION,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8ee28b60.pdf,,,,,,,14
A20M401-00000-INFGP-00117,-,CRONOGRAMA MAESTRO DE AUDITORIA,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f15ffa5.xlsx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"3.1 - PROGRAMA DE AUDITORIAS INTERNAS, 03 - EJECUCION",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f15ffa5.xlsx,,,,,,,14
A20M401-00000-INFGP-00118,0,"INFORME MENSUAL
API A20M401
ABRIL 2022",Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8f5f6025.pdf,,,Hormazabal Lazcano Marlene (Contratista-Andina),,N/A,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f5f6025.pdf,,,,,,,14
A20M401-00000-INFGP-00119,0,"INFORME MENSUAL
API A20M401
MAYO 2022",Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8f5f62d0.pdf,,,Hormazabal Lazcano Marlene (Contratista-Andina),,N/A,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f5f62d0.pdf,,,,,,,14
A20M401-00000-INFGP-00120,0,"INFORME MENSUAL
API A20M401
FEBRERO 2022",Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8f66c0a3.pdf,,,Hormazabal Lazcano Marlene (Contratista-Andina),,N/A,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f66c0a3.pdf,,,,,,,14
A20M401-00000-INFGP-00121,0,"INFORME MENSUAL
API A20M401
JUNIO 2022",Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8f66c543.pdf,,,Hormazabal Lazcano Marlene (Contratista-Andina),,N/A,GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f66c543.pdf,,,,,,,14
A20M401-00000-INFGP-00122,-,NOVEDADES SEMANALES 02.04.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f68c543.xlsx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f68c543.xlsx,,,,,,,14
A20M401-00000-INFGP-00123,-,NOVEDADES SEMANALES 02.07.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f68c55f.xlsx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f68c55f.xlsx,,,,,,,14
A20M401-00000-INFGP-00124,-,NOVEDADES SEMANALES 04.06.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f68c56f.xlsx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f68c56f.xlsx,,,,,,,14
A20M401-00000-INFGP-00125,-,NOVEDADES SEMANALES 05.03.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f68c580.xlsx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f68c580.xlsx,,,,,,,14
A20M401-00000-INFGP-00126,-,NOVEDADES SEMANALES 12.02.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f68c5a1.xlsx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f68c5a1.xlsx,,,,,,,14
A20M401-00000-INFGP-00127,-,NOVEDADES SEMANALES 14.05.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f68c5d9.xlsx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f68c5d9.xlsx,,,,,,,14
A20M401-00000-INFGP-00128,-,NOVEDADES SEMANALES 19.02.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f68c5ed.xlsx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f68c5ed.xlsx,,,,,,,14
A20M401-00000-INFGP-00129,-,NOVEDADES SEMANALES 21.05.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f68c608.xlsx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f68c608.xlsx,,,,,,,14
A20M401-00000-INFGP-00130,-,NOVEDADES SEMANALES 25.06.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f68c656.xlsx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f68c656.xlsx,,,,,,,14
A20M401-00000-INFGP-00131,-,NOVEDADES SEMANALES 26.03.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f68c670.xlsx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f68c670.xlsx,,,,,,,14
A20M401-00000-INFGP-00132,-,NOVEDADES SEMANALES 11.06.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f68d4fd.xlsx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f68d4fd.xlsx,,,,,,,14
A20M401-00000-INFGP-00133,-,NOVEDADES SEMANALES 01.04.22,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f6a06c2.pptx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f6a06c2.pptx,,,,,,,14
A20M401-00000-INFGP-00134,-,NOVEDADES SEMANALES 01.10.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f6a06e8.pptx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f6a06e8.pptx,,,,,,,14
A20M401-00000-INFGP-00135,-,NOVEDADES SEMANALES 02.07.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f6a06f8.pptx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f6a06f8.pptx,,,,,,,14
A20M401-00000-INFGP-00136,-,NOVEDADES SEMANALES 03.06.22,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f6a070b.pptx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f6a070b.pptx,,,,,,,14
A20M401-00000-INFGP-00137,-,NOVEDADES SEMANALES 04.02.22,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f6a071c.pptx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f6a071c.pptx,,,,,,,14
A20M401-00000-INFGP-00138,-,NOVEDADES SEMANALES 04.03.22,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f6a0722.pptx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f6a0722.pptx,,,,,,,14
A20M401-00000-INFGP-00139,-,NOVEDADES SEMANALES 06.05.22,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f6a073d.pptx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f6a073d.pptx,,,,,,,14
A20M401-00000-INFGP-00140,-,NOVEDADES SEMANALES 07.01.22,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f6a0751.pptx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f6a0751.pptx,,,,,,,14
A20M401-00000-INFGP-00141,-,NOVEDADES SEMANALES 08.04.22,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f6a0760.pptx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f6a0760.pptx,,,,,,,14
A20M401-00000-INFGP-00142,-,NOVEDADES SEMANALES 09.07.21,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8f6a0774.pptx,,,Vargas Beiza Mónica del Carmen (Contratista-Andina),,"04 - CONTROL, NOVEDADES",GPRO DIVISIONAL,,,00000 - GENERAL,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,N/A,N/A,Main Content,INFGP - INFORME,00000 - GENERAL,,F:\GP - GESTION DE PROYECTOS\09024abd8f6a0774.pptx,,,,,,,14
